rent_id	year	number_of_bedrooms	property_type	location	cost
64300ab6c1f531f75d1b5868	2020	All bedrooms	All property types	Kilmallock, Limerick	718.45
64300ab6c1f531f75d1b5869	2020	All bedrooms	All property types	Newcastle West, Limerick	708.23
64300ab6c1f531f75d1b586a	2020	All bedrooms	All property types	Raheen, Limerick	1160.35
64300ab6c1f531f75d1b586b	2020	All bedrooms	All property types	Longford	654.5
64300ab6c1f531f75d1b586c	2020	All bedrooms	All property types	Longford Town	675.73
64300ab6c1f531f75d1b586d	2020	All bedrooms	All property types	Ballymahon, Longford	641.05
64300ab6c1f531f75d1b586e	2020	All bedrooms	All property types	Edgeworthstown, Longford	623.19
64300ab6c1f531f75d1b586f	2020	All bedrooms	All property types	Newtownforbes, Longford	674.77
64300ab6c1f531f75d1b5870	2020	All bedrooms	All property types	Louth	1074.85
64300ab6c1f531f75d1b5871	2020	All bedrooms	All property types	Ardee, Louth	1012.21
64300ab6c1f531f75d1b5872	2020	All bedrooms	All property types	Drogheda, Louth	1114.33
64300ab6c1f531f75d1b5873	2020	All bedrooms	All property types	Dundalk, Louth	1044.09
64300ab6c1f531f75d1b5874	2020	All bedrooms	All property types	Mayo	689.3
64300ab6c1f531f75d1b5875	2020	All bedrooms	All property types	Ballina, Mayo	648.38
64300ab6c1f531f75d1b5876	2020	All bedrooms	All property types	Ballinrobe, Mayo	599.17
64300ab6c1f531f75d1b5877	2020	All bedrooms	All property types	Ballyhaunis, Mayo	574.89
64300ab6c1f531f75d1b5878	2020	All bedrooms	All property types	Belmullet, Mayo	595.44
64300ab6c1f531f75d1b5879	2020	All bedrooms	All property types	Castlebar, Mayo	743.23
64300ab6c1f531f75d1b587a	2020	All bedrooms	All property types	Charlestown, Mayo	599.79
64300ab6c1f531f75d1b587b	2020	All bedrooms	All property types	Claremorris, Mayo	684.81
64300ab6c1f531f75d1b587c	2020	All bedrooms	All property types	Foxford, Mayo	627.87
64300ab6c1f531f75d1b587d	2020	All bedrooms	All property types	Swinford, Mayo	583.41
64300ab6c1f531f75d1b587e	2020	All bedrooms	All property types	Westport, Mayo	798.39
64300ab6c1f531f75d1b587f	2020	All bedrooms	All property types	Meath	1199.35
64300ab6c1f531f75d1b5880	2020	All bedrooms	All property types	Ashbourne, Meath	1357.1
64300ab6c1f531f75d1b5881	2020	All bedrooms	All property types	Athboy, Meath	997.39
64300ab6c1f531f75d1b5882	2020	All bedrooms	All property types	Bettystown, Meath	1246.05
64300ab6c1f531f75d1b5883	2020	All bedrooms	All property types	Clonee, Meath	1403.28
64300ab6c1f531f75d1b5884	2020	All bedrooms	All property types	Drogheda, Meath	1270.65
64300ab6c1f531f75d1b5885	2020	All bedrooms	All property types	Duleek, Meath	1143.43
64300ab6c1f531f75d1b5886	2020	All bedrooms	All property types	Dunboyne, Meath	1423.85
64300ab6c1f531f75d1b5887	2020	All bedrooms	All property types	Dunshaughlin, Meath	1396.3
64300ab6c1f531f75d1b5888	2020	All bedrooms	All property types	Enfield, Meath	1219.55
64300ab6c1f531f75d1b5889	2020	All bedrooms	All property types	Kells, Meath	977.19
64300ab6c1f531f75d1b588a	2020	All bedrooms	All property types	Laytown, Meath	1194.67
64300ab6c1f531f75d1b588b	2020	All bedrooms	All property types	Navan, Meath	1156.33
64300ab6c1f531f75d1b588c	2020	All bedrooms	All property types	Ratoath, Meath	1407.91
64300ab6c1f531f75d1b588d	2020	All bedrooms	All property types	Stamullen, Meath	1257.94
64300ab6c1f531f75d1b588e	2020	All bedrooms	All property types	Trim, Meath	1100.37
64300ab6c1f531f75d1b588f	2020	All bedrooms	All property types	Monaghan	679.02
64300ab6c1f531f75d1b5890	2020	All bedrooms	All property types	Ballybay, Monaghan	576.74
64300ab6c1f531f75d1b5891	2020	All bedrooms	All property types	Carrickmacross, Monaghan	727.56
64300ab6c1f531f75d1b5892	2020	All bedrooms	All property types	Castleblayney, Monaghan	677.94
64300ab6c1f531f75d1b5893	2020	All bedrooms	All property types	Monaghan Town	701.21
64300ab6c1f531f75d1b5894	2020	All bedrooms	All property types	Offaly	818.5
64300ab6c1f531f75d1b5895	2020	All bedrooms	All property types	Banagher, Offaly	589.99
64300ab6c1f531f75d1b5896	2020	All bedrooms	All property types	Birr, Offaly	632.58
64300ab6c1f531f75d1b5897	2020	All bedrooms	All property types	Clara, Offaly	778.6
64300ab6c1f531f75d1b5898	2020	All bedrooms	All property types	Edenderry, Offaly	871.63
64300ab6c1f531f75d1b5899	2020	All bedrooms	All property types	Tullamore, Offaly	903.58
64300ab6c1f531f75d1b589a	2020	All bedrooms	All property types	Roscommon	672.76
64300ab6c1f531f75d1b589b	2020	All bedrooms	All property types	Roscommon Town	732.54
64300ab6c1f531f75d1b589c	2020	All bedrooms	All property types	Athlone, Roscommon	927.42
64300ab6c1f531f75d1b589d	2020	All bedrooms	All property types	Ballaghaderreen, Roscommon	513.49
64300ab6c1f531f75d1b589e	2020	All bedrooms	All property types	Boyle, Roscommon	609.48
64300ab6c1f531f75d1b589f	2020	All bedrooms	All property types	Castlerea, Roscommon	550.3
64300ab6c1f531f75d1b58a0	2020	All bedrooms	All property types	Strokestown, Roscommon	592.45
64300ab6c1f531f75d1b58a1	2020	All bedrooms	All property types	Sligo	759.15
64300ab6c1f531f75d1b58a2	2020	All bedrooms	All property types	Sligo Town	781.02
64300ab6c1f531f75d1b58a3	2020	All bedrooms	All property types	Ballinode, Sligo	1066.25
64300ab6c1f531f75d1b58a4	2020	All bedrooms	All property types	Ballisodare, Sligo	741.38
64300ab6c1f531f75d1b58a5	2020	All bedrooms	All property types	Ballymote, Sligo	598.65
64300ab6c1f531f75d1b58a6	2020	All bedrooms	All property types	Collooney, Sligo	728.25
64300ab6c1f531f75d1b58a7	2020	All bedrooms	All property types	Strandhill, Sligo	928.81
64300ab6c1f531f75d1b58a8	2020	All bedrooms	All property types	Tubbercurry, Sligo	634.77
64300ab6c1f531f75d1b58a9	2020	All bedrooms	All property types	Tipperary	714.58
64300ab6c1f531f75d1b58aa	2020	All bedrooms	All property types	Tipperary Town	633.21
64300ab6c1f531f75d1b58ab	2020	All bedrooms	All property types	Ballina, Tipperary	971.9
64300ab6c1f531f75d1b58ac	2020	All bedrooms	All property types	Cahir, Tipperary	649.75
64300ab6c1f531f75d1b58ad	2020	All bedrooms	All property types	Carrick-On-Suir, Tipperary	734.24
64300ab6c1f531f75d1b58ae	2020	All bedrooms	All property types	Cashel, Tipperary	708.25
64300ab6c1f531f75d1b58af	2020	All bedrooms	All property types	Clonmel, Tipperary	787.19
64300ab6c1f531f75d1b58b0	2020	All bedrooms	All property types	Fethard, Tipperary	696.44
64300ab6c1f531f75d1b58b1	2020	All bedrooms	All property types	Nenagh, Tipperary	732.61
64300ab6c1f531f75d1b58b2	2020	All bedrooms	All property types	Roscrea, Tipperary	649.85
64300ab6c1f531f75d1b58b3	2020	All bedrooms	All property types	Templemore, Tipperary	587.28
64300ab6c1f531f75d1b58b4	2020	All bedrooms	All property types	Thurles, Tipperary	684.9
64300ab6c1f531f75d1b58b5	2020	All bedrooms	All property types	Waterford	824.76
64300ab6c1f531f75d1b58b6	2020	All bedrooms	All property types	Waterford City	853.82
64300ab6c1f531f75d1b58b7	2020	All bedrooms	All property types	Canada Street, Waterford	880.01
64300ab6c1f531f75d1b58b8	2020	All bedrooms	All property types	Castle Place, Waterford	917.46
64300ab6c1f531f75d1b58b9	2020	All bedrooms	All property types	Cork Road, Waterford	903.92
64300ab6c1f531f75d1b58ba	2020	All bedrooms	All property types	Dungarvan, Waterford	787.85
64300ab6c1f531f75d1b58bb	2020	All bedrooms	All property types	Dunmore East, Waterford	917.05
64300ab6c1f531f75d1b58bc	2020	All bedrooms	All property types	Dunmore Road, Waterford	1026.98
64300ab6c1f531f75d1b58bd	2020	All bedrooms	All property types	Ferrybank, Waterford	905.93
64300ab6c1f531f75d1b58be	2020	All bedrooms	All property types	Inner Ring Road, Waterford	542.24
64300ab6c1f531f75d1b58bf	2020	All bedrooms	All property types	Johns Hill, Waterford	816.88
64300ab6c1f531f75d1b58c0	2020	All bedrooms	All property types	Lismore, Waterford	756.93
64300ab6c1f531f75d1b58c1	2020	All bedrooms	All property types	Mary Street, Waterford	809.29
64300ab6c1f531f75d1b58c2	2020	All bedrooms	All property types	Penrose Lane, Waterford	776.69
64300ab6c1f531f75d1b58c3	2020	All bedrooms	All property types	Poleberry, Waterford	855.7
64300ab6c1f531f75d1b58c4	2020	All bedrooms	All property types	Portlaw, Waterford	718.4
64300ab6c1f531f75d1b58c5	2020	All bedrooms	All property types	Templars Hall, Waterford	1066.77
64300ab6c1f531f75d1b58c6	2020	All bedrooms	All property types	Tramore, Waterford	816.61
64300ab6c1f531f75d1b58c7	2020	All bedrooms	All property types	Westmeath	863.04
64300ab6c1f531f75d1b58c8	2020	All bedrooms	All property types	Athlone, Westmeath	894.12
64300ab6c1f531f75d1b58c9	2020	All bedrooms	All property types	Castlepollard, Westmeath	722.93
64300ab6c1f531f75d1b58ca	2020	All bedrooms	All property types	Kilbeggan, Westmeath	820.27
64300ab6c1f531f75d1b58cb	2020	All bedrooms	All property types	Kinnegad, Westmeath	942.32
64300ab6c1f531f75d1b58cc	2020	All bedrooms	All property types	Moate, Westmeath	794.87
64300ab6c1f531f75d1b58cd	2020	All bedrooms	All property types	Mullingar, Westmeath	857.97
64300ab6c1f531f75d1b58ce	2020	All bedrooms	All property types	Wexford	780.22
64300ab6c1f531f75d1b58cf	2020	All bedrooms	All property types	Bunclody, Wexford	726.92
64300ab6c1f531f75d1b58d0	2020	All bedrooms	All property types	Clonard, Wexford	838.77
64300ab6c1f531f75d1b58d1	2020	All bedrooms	All property types	Enniscorthy, Wexford	703.85
64300ab6c1f531f75d1b58d2	2020	All bedrooms	All property types	Ferns, Wexford	771.22
64300ab6c1f531f75d1b58d3	2020	All bedrooms	All property types	Gorey, Wexford	915.27
64300ab6c1f531f75d1b58d4	2020	All bedrooms	All property types	Mulgannon, Wexford	825.11
64300ab6c1f531f75d1b58d5	2020	All bedrooms	All property types	New Ross, Wexford	665.51
64300ab6c1f531f75d1b58d6	2020	All bedrooms	All property types	Rosslare, Wexford	819.79
64300ab6c1f531f75d1b58d7	2020	All bedrooms	All property types	Wicklow	1295.13
64300ab6c1f531f75d1b58d8	2020	All bedrooms	All property types	Wicklow Town	1171.54
64300ab6c1f531f75d1b58d9	2020	All bedrooms	All property types	Arklow, Wicklow	1051.42
64300ab6c1f531f75d1b58da	2020	All bedrooms	All property types	Baltinglass, Wicklow	934.93
64300ab6c1f531f75d1b58db	2020	All bedrooms	All property types	Blessington, Wicklow	1352.37
64300ab6c1f531f75d1b58dc	2020	All bedrooms	All property types	Bray, Wicklow	1341.72
64300ab6c1f531f75d1b58dd	2020	All bedrooms	All property types	Delgany, Wicklow	1581.69
64300ab6c1f531f75d1b58de	2020	All bedrooms	All property types	Greystones, Wicklow	1734.8
64300ab6c1f531f75d1b58df	2020	All bedrooms	All property types	Kilcoole, Wicklow	1397.12
64300ab6c1f531f75d1b58e0	2020	All bedrooms	All property types	Newtownmountkennedy, Wicklow	1415.29
64300ab6c1f531f75d1b58e1	2020	All bedrooms	All property types	Rathnew, Wicklow	1185.16
64300ab6c1f531f75d1b58e2	2020	All bedrooms	Detached house	Carlow	983.05
64300ab6c1f531f75d1b58e3	2020	All bedrooms	Detached house	Carlow Town	1146.63
64300ab6c1f531f75d1b58e4	2020	All bedrooms	Detached house	Tullow, Carlow	927.34
64300ab6c1f531f75d1b58e5	2020	All bedrooms	Detached house	Cavan	696.63
64300ab6c1f531f75d1b58e6	2020	All bedrooms	Detached house	Cavan Town	728.68
64300ab6c1f531f75d1b58e7	2020	All bedrooms	Detached house	Belturbet, Cavan	601.88
64300ab6c1f531f75d1b58e8	2020	All bedrooms	Detached house	Clare	793.22
64300ab6c1f531f75d1b58e9	2020	All bedrooms	Detached house	Ennis, Clare	915.17
64300ab6c1f531f75d1b58ea	2020	All bedrooms	Detached house	Kilrush, Clare	555.74
64300ab6c1f531f75d1b58eb	2020	All bedrooms	Detached house	Cork	1094.45
64300ab6c1f531f75d1b58ec	2020	All bedrooms	Detached house	Cork City	1495.71
64300ab6c1f531f75d1b58ed	2020	All bedrooms	Detached house	Ballincollig, Cork	1549.31
64300ab6c1f531f75d1b58ee	2020	All bedrooms	Detached house	Bandon, Cork	1001.82
64300ab6c1f531f75d1b58ef	2020	All bedrooms	Detached house	Bantry, Cork	727.03
64300ab6c1f531f75d1b58f0	2020	All bedrooms	Detached house	Blarney, Cork	1405.77
64300ab6c1f531f75d1b58f1	2020	All bedrooms	Detached house	Carrigaline, Cork	1302.06
64300ab6c1f531f75d1b58f2	2020	All bedrooms	Detached house	Charleville, Cork	756.33
64300ab6c1f531f75d1b58f3	2020	All bedrooms	Detached house	Clonakilty, Cork	883.75
64300ab6c1f531f75d1b58f4	2020	All bedrooms	Detached house	Dunmanway, Cork	786.31
64300ab6c1f531f75d1b58f5	2020	All bedrooms	Detached house	Fermoy, Cork	889.63
64300ab6c1f531f75d1b58f6	2020	All bedrooms	Detached house	Glanmire, Cork	1334.11
64300ab6c1f531f75d1b58f7	2020	All bedrooms	Detached house	Kanturk, Cork	922.65
64300ab6c1f531f75d1b58f8	2020	All bedrooms	Detached house	Kinsale, Cork	1537.01
64300ab6c1f531f75d1b58f9	2020	All bedrooms	Detached house	Macroom, Cork	850.52
64300ab6c1f531f75d1b58fa	2020	All bedrooms	Detached house	Mallow, Cork	896.88
64300ab6c1f531f75d1b58fb	2020	All bedrooms	Detached house	Midleton, Cork	1210.25
64300ab6c1f531f75d1b58fc	2020	All bedrooms	Detached house	Skibbereen, Cork	754.86
64300ab6c1f531f75d1b58fd	2020	All bedrooms	Detached house	Youghal, Cork	980.89
64300ab6c1f531f75d1b58fe	2020	All bedrooms	Detached house	Donegal	620.97
64300ab6c1f531f75d1b58ff	2020	All bedrooms	Detached house	Donegal Town	619.8
64300ab6c1f531f75d1b5900	2020	All bedrooms	Detached house	Ballybofey, Donegal	633.41
64300ab6c1f531f75d1b5901	2020	All bedrooms	Detached house	Buncrana, Donegal	615.54
64300ab6c1f531f75d1b5902	2020	All bedrooms	Detached house	Letterkenny, Donegal	713.85
64300ab6c1f531f75d1b5903	2020	All bedrooms	Detached house	Lifford, Donegal	527.11
64300ab6c1f531f75d1b5904	2020	All bedrooms	Detached house	Dublin	2445.71
64300ab6c1f531f75d1b5905	2020	All bedrooms	Detached house	Balbriggan, Dublin	1556.33
64300ab6c1f531f75d1b5906	2020	All bedrooms	Detached house	Blackrock, Dublin	2814.67
64300ab6c1f531f75d1b5907	2020	All bedrooms	Detached house	Dalkey, Dublin	3406.58
64300ab6c1f531f75d1b5908	2020	All bedrooms	Detached house	Killiney, Dublin	2979.33
64300ab6c1f531f75d1b5909	2020	All bedrooms	Detached house	Lucan, Dublin	1703.98
64300ab6c1f531f75d1b590a	2020	All bedrooms	Detached house	Malahide, Dublin	3042.08
64300ab6c1f531f75d1b590b	2020	All bedrooms	Detached house	Portmarnock, Dublin	2697.91
64300ab6c1f531f75d1b590c	2020	All bedrooms	Detached house	Rush, Dublin	1465.03
64300ab6c1f531f75d1b590d	2020	All bedrooms	Detached house	Stillorgan, Dublin	2559.51
64300ab6c1f531f75d1b590e	2020	All bedrooms	Detached house	Swords, Dublin	1536.74
64300ab6c1f531f75d1b590f	2020	All bedrooms	Detached house	Dublin 3	2313.17
64300ab6c1f531f75d1b5910	2020	All bedrooms	Detached house	Clontarf, Dublin 3	2395.49
64300ab6c1f531f75d1b5911	2020	All bedrooms	Detached house	Dublin 4	3405.72
64300ab6c1f531f75d1b5912	2020	All bedrooms	Detached house	Ballsbridge, Dublin 4	3635.05
64300ab6c1f531f75d1b5913	2020	All bedrooms	Detached house	Dublin 5	1970.56
64300ab6c1f531f75d1b5914	2020	All bedrooms	Detached house	Dublin 6	2554.18
64300ab6c1f531f75d1b5915	2020	All bedrooms	Detached house	Dublin 6W	2574.5
64300ab6c1f531f75d1b5916	2020	All bedrooms	Detached house	Dublin 7	2063.11
64300ab6c1f531f75d1b5917	2020	All bedrooms	Detached house	Dublin 9	2138.77
64300ab6c1f531f75d1b5918	2020	All bedrooms	Detached house	Dublin 13	2458.16
64300ab6c1f531f75d1b5919	2020	All bedrooms	Detached house	Dublin 14	2835.09
64300ab6c1f531f75d1b591a	2020	All bedrooms	Detached house	Dublin 15	1811.82
64300ab6c1f531f75d1b591b	2020	All bedrooms	Detached house	Castleknock, Dublin 15	2198.57
64300ab6c1f531f75d1b591c	2020	All bedrooms	Detached house	Dublin 16	2653.93
64300ab6c1f531f75d1b591d	2020	All bedrooms	Detached house	Dundrum, Dublin 16	2496.45
64300ab6c1f531f75d1b591e	2020	All bedrooms	Detached house	Rathfarnham, Dublin 16	2825.59
64300ab6c1f531f75d1b591f	2020	All bedrooms	Detached house	Dublin 18	2740.05
64300ab6c1f531f75d1b5920	2020	All bedrooms	Detached house	Cabinteely, Dublin 18	2401.7
64300ab6c1f531f75d1b5921	2020	All bedrooms	Detached house	Foxrock, Dublin 18	3414.46
64300ab6c1f531f75d1b5922	2020	All bedrooms	Detached house	Dublin 24	1690.19
64300ab6c1f531f75d1b5923	2020	All bedrooms	Detached house	Galway	1121.75
64300ab6c1f531f75d1b5924	2020	All bedrooms	Detached house	Galway City	1561.18
64300ab6c1f531f75d1b5925	2020	All bedrooms	Detached house	Athenry, Galway	1048.84
64300ab6c1f531f75d1b5926	2020	All bedrooms	Detached house	Ballinasloe, Galway	813.83
64300ab6c1f531f75d1b5927	2020	All bedrooms	Detached house	Barna, Galway	1600.98
64300ab6c1f531f75d1b5928	2020	All bedrooms	Detached house	Claregalway, Galway	1208.86
64300ab6c1f531f75d1b5929	2020	All bedrooms	Detached house	Gort, Galway	856.68
64300ab6c1f531f75d1b592a	2020	All bedrooms	Detached house	Headford, Galway	905.15
64300ab6c1f531f75d1b592b	2020	All bedrooms	Detached house	Loughrea, Galway	915.88
64300ab6c1f531f75d1b592c	2020	All bedrooms	Detached house	Moycullen, Galway	1216.4
64300ab6c1f531f75d1b592d	2020	All bedrooms	Detached house	Oranmore, Galway	1236.07
64300ab6c1f531f75d1b592e	2020	All bedrooms	Detached house	Oughterard, Galway	1018.14
64300ab6c1f531f75d1b592f	2020	All bedrooms	Detached house	Portumna, Galway	765.32
64300ab6c1f531f75d1b5930	2020	All bedrooms	Detached house	Tuam, Galway	977.43
64300ab6c1f531f75d1b5931	2020	All bedrooms	Detached house	Kerry	798.02
64300ab6c1f531f75d1b5932	2020	All bedrooms	Detached house	Castleisland, Kerry	642.96
64300ab6c1f531f75d1b5933	2020	All bedrooms	Detached house	Kenmare, Kerry	812.94
64300ab6c1f531f75d1b5934	2020	All bedrooms	Detached house	Killarney, Kerry	985.14
64300ab6c1f531f75d1b5935	2020	All bedrooms	Detached house	Killorglin, Kerry	761.03
64300ab6c1f531f75d1b5936	2020	All bedrooms	Detached house	Listowel, Kerry	658.37
64300ab6c1f531f75d1b5937	2020	All bedrooms	Detached house	Tralee, Kerry	820.86
64300ab6c1f531f75d1b5938	2020	All bedrooms	Detached house	Kildare	1490.39
64300ab6c1f531f75d1b5939	2020	All bedrooms	Detached house	Kildare Town	1206.53
64300ab6c1f531f75d1b593a	2020	All bedrooms	Detached house	Athy, Kildare	1057.22
64300ab6c1f531f75d1b593b	2020	All bedrooms	Detached house	Celbridge, Kildare	1652.89
64300ab6c1f531f75d1b593c	2020	All bedrooms	Detached house	Clane, Kildare	1611.33
64300ab6c1f531f75d1b593d	2020	All bedrooms	Detached house	Kilcullen, Kildare	1166.91
64300ab6c1f531f75d1b593e	2020	All bedrooms	Detached house	Maynooth, Kildare	1886.63
64300ab6c1f531f75d1b593f	2020	All bedrooms	Detached house	Naas, Kildare	1610.67
64300ab6c1f531f75d1b5940	2020	All bedrooms	Detached house	Newbridge, Kildare	1512.79
64300ab6c1f531f75d1b5941	2020	All bedrooms	Detached house	Kilkenny	869.97
64300ab6c1f531f75d1b5942	2020	All bedrooms	Detached house	Kilkenny City	884.38
64300ab6c1f531f75d1b5943	2020	All bedrooms	Detached house	Laois	935.21
64300ab6c1f531f75d1b5944	2020	All bedrooms	Detached house	Portlaoise, Laois	1031.92
64300ab6c1f531f75d1b5945	2020	All bedrooms	Detached house	Leitrim	594.29
64300ab6c1f531f75d1b5946	2020	All bedrooms	Detached house	Carrick-On-Shannon, Leitrim	678.22
64300ab6c1f531f75d1b5947	2020	All bedrooms	Detached house	Limerick	1066.57
64300ab6c1f531f75d1b5948	2020	All bedrooms	Detached house	Limerick City	1359.09
64300ab6c1f531f75d1b5949	2020	All bedrooms	Detached house	Castletroy, Limerick	1540.94
64300ab6c1f531f75d1b594a	2020	All bedrooms	Detached house	Kilmallock, Limerick	781.16
64300ab6c1f531f75d1b594b	2020	All bedrooms	Detached house	Longford	700.06
64300ab6c1f531f75d1b594c	2020	All bedrooms	Detached house	Longford Town	767.17
64300ab6c1f531f75d1b594d	2020	All bedrooms	Detached house	Louth	1241.76
